127.0.0.1 - - [04/Dec/2019:08:54:17 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:27 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:18:35 +0530] "GET /BloodBank/test/donor_add_process.jsp?txtDonorName=&txtBloodGrp=O-ve&txtgender=Male&age=&txtPhone=&txtHeight=&txtWeight= HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:29 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:20:34 +0530] "GET /BloodBank/test/donor_add_process.jsp?txtDonorName=&txtBloodGrp=O-ve&txtgender=Male&age=&txtPhone=&txtHeight=&txtWeight= HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 200 1766
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:21:12 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:14 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 200 1844
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/Designs/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/Designs/css/swiper.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:15 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/Designs/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/Designs/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/Designs/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/Designs/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/Designs/css/swiper.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:18 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 200 1844
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:23:37 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 200 1900
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:42 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:24:57 +0530] "GET /BloodBank/test/donor_add_process.jsp?txtDonorName=a&txtBloodGrp=O-ve&txtgender=Male&age=&txtPhone=&txtHeight=&txtWeight= HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 200 1939
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/jquery.countdown.min.js HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/jquery.countTo.min.js HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/circle-progress.min.js HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/images/logo.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/jquery.barfiller.js HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/images/logo2.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/images/footer-bg.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:28:56 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/table.jsp HTTP/1.1" 200 8272
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/includes/validation.js HTTP/1.1" 200 1939
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/css/bootstrap.min.css HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/css/swiper.min.css HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/style.css HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/js/custom.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/js/jquery.collapsible.min.js HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/js/jquery.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [04/Dec/2019:11:29:04 +0530] "GET /BloodBank/test/js/swiper.min.js HTTP/1.1" 404 1013
